# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/77879836963/orders/5682032f7e01c5caa5b788a8ac750e81,Direct,1,1,1,110,0,0,0
/77879836963/orders/5682032f7e01c5caa5b788a8ac750e81,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/56b678ddf51cc0651992186c52ad5cb9,Email,1,0,0,0,0,0,0
/77879836963/orders/56cf1b615783f4be1a68b2700c3e89b3,Direct,1,1,1,31,0,0,0
/77879836963/orders/56cf1b615783f4be1a68b2700c3e89b3,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/56e04134052e5c8d8e100455ea8f18b6,Direct,1,1,1,5,0,0,0
/77879836963/orders/56e10724a083ff9986699fc9d35a645b,Paid Social,1,0,0,0,0,0,0
/77879836963/orders/5720fa3322ed4a18888538d4adbfdc04,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5758f8728b37d9e87df883067a11ba98,Email,1,1,0,394,1,149,1
/77879836963/orders/57629f6f96e40df4be4582480fdda5b8,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/57708aa439e4e10388b887efe93bf896,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/5794fc4b53eb83bde27b2323bdf828d1,Direct,1,1,0,2,0,0,0
/77879836963/orders/57adfbb9e6a240f51e9353d26272d233,Paid Search,1,1,0,10,0,0,0
/77879836963/orders/57c9c4e7ae281859e337e8696eb60ad9,Direct,1,1,0,3,0,0,0
/77879836963/orders/57d17d449deba3c7e0f5cd5f5db8bfd0,Cross-network,1,0,0,0,0,0,0
/77879836963/orders/57e09d603986debc8947bd9438841a81,Direct,1,1,0,0,0,0,0
/77879836963/orders/581b48078e9b47714a0391fa20614c52,Direct,1,1,0,10,0,0,0
/77879836963/orders/582ac3155861ba06275fd74ac88745ec,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/583bee3dc74a08f28de8ddb336af968d,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/58496474370514ebc20ff7e35bd183b5,Direct,1,1,1,0,0,0,0
/77879836963/orders/586c39edb845757fa6a9cad7a04538b4,Organic Search,1,1,0,2,0,0,0
/77879836963/orders/587860ce19460019acdeb3a4fa4fb91d,Direct,1,1,0,17,0,0,0
/77879836963/orders/589824f3730c8b32648cdd80ed749f9f,Direct,1,1,1,0,0,0,0
/77879836963/orders/58b363f6a5ad2087029738b41f8229d8,Cross-network,1,0,0,0,0,0,0
/77879836963/orders/58c031d161d04b252f740c7aaa9ac60c,Direct,1,0,0,0,0,0,0
/77879836963/orders/58c22d392da12d232b197fd64f4ad011,Direct,1,1,1,12,0,0,0
/77879836963/orders/58c2812727bff46c1ed06849e8fda4c6,Referral,1,1,0,5,0,0,0
/77879836963/orders/58c5a2eb280e1be7bbae9ce1bc8fa59a,Direct,1,1,1,3,0,0,0
/77879836963/orders/58cd324afbebeda48a1859a7b7a3af85,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/58d3cbaa559e8a335b8fbc8cb63b8b22,Direct,1,1,1,10,0,0,0
/77879836963/orders/58db34f52f6e98fa08a6fd297c9a8bf1,Direct,1,1,1,0,0,0,0
/77879836963/orders/58f26bb2c2f9949c6ae42ffb5fe0ade1,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/59069f15b9e4d274f987a207d46f37a0,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/590a0530e53b2110cb2e002045525429,Direct,1,1,0,3,0,0,0
/77879836963/orders/591fbdfcfa80992d7d186b3258d06c09,Organic Search,1,1,0,15,0,0,0
/77879836963/orders/59219854925b666959535ee0111a2750,Direct,1,1,0,0,0,0,0
/77879836963/orders/5947ea933b0934f111b7b1c317ffda15,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/594ecec926ccca17a4515244af717209,Direct,1,1,1,0,0,0,0
/77879836963/orders/59596dc000290dcd9c75edbc1e4fb744,Direct,1,1,1,3,0,0,0
/77879836963/orders/5977e91c93a18f699ccf10c834ec3772,Email,1,1,0,12,0,0,0
/77879836963/orders/59b2114918b8a5b1f0583b5d06c1edd1,Referral,1,1,0,13,0,0,0
/77879836963/orders/59b4c628ed45b585dfed4da144556e26,Email,1,1,0,13,0,0,0
/77879836963/orders/59b8b5a9c9278731e414b851ee5f6784,Direct,1,1,0,1,0,0,0
/77879836963/orders/59bbc05749af29e39382dd9e65a4fc37,Direct,1,0,0,0,0,0,0
/77879836963/orders/59ccc36a27790006cd7c460c2ceff3e0,Direct,1,1,0,0,0,0,0
/77879836963/orders/59f068e42ad54b2e1b1b064bce1691c9,Direct,1,0,0,0,0,0,0
/77879836963/orders/59ffb067dcdc9080832f38354f34c2de,Direct,1,0,0,0,0,0,0
/77879836963/orders/5a05417259fbdcac0797f833428d2a1b,Direct,1,1,1,6,0,0,0
/77879836963/orders/5a29b55e8ee7f156981ce43f00e8d24a,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/5a2adad54027b9b2a5f7a3eaf536f4ee,Email,1,0,0,0,0,0,0
/77879836963/orders/5a4d0c76907620013dec82c0394e52cd,Direct,1,1,0,0,0,0,0
/77879836963/orders/5a65fc548194accc8bbe8f772305afe1,Direct,1,0,0,0,0,0,0
/77879836963/orders/5a67b302d590214ac42be0029c010b3d,Direct,1,1,1,8,0,0,0
/77879836963/orders/5a7d40d1121a765722d6d69acf3fd1af,Direct,1,1,0,0,0,0,0
/77879836963/orders/5aa0a4f713b1a52e96cbf0bfac460184,Organic Search,1,1,0,14,0,0,0
/77879836963/orders/5acd139a7e4c7bbb5339a940a9716bf9,Paid Search,1,1,0,2,0,0,0
/77879836963/orders/5acdbb45a671729d4ec2b77fd4146920,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/5ad4a0a6809bb0fcd24ddd2e3bf654e0,Direct,1,1,1,6,0,0,0
/77879836963/orders/5adf0a4620a1e4815539c5b7991f8cda,Organic Search,1,1,0,7,0,0,0
/77879836963/orders/5ae9daef62dcf8f7e739c310ed31fdf0,Direct,1,1,1,17,0,0,0
/77879836963/orders/5af28672920d1aba2ff4e08a627e5098,Direct,1,1,1,0,0,0,0
/77879836963/orders/5af28672920d1aba2ff4e08a627e5098,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5af5ed87bcee2aaa6f63adadcd443eff,Direct,1,1,1,7,0,0,0
/77879836963/orders/5b19c01576418ddd8581c307c863cff3,Paid Social,1,1,0,0,0,0,0
/77879836963/orders/5b4160baced6183c679c2f9d154c8e87,Organic Search,1,1,0,662,0,0,0
/77879836963/orders/5b42621413e8157ea48ec0b0cd924328,Direct,1,1,0,9,0,0,0
/77879836963/orders/5b4461361051ac5b2a41315d2741c7bf,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/5b4bbeaf6e31f2332fd564dcce4093bc,Direct,1,0,0,0,0,0,0
/77879836963/orders/5b575f7d4a9a4f36ada5974c727fa694,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/5b5a55d86098fa10fc1ea8246cf11fd5,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5b5da6220fa93f007fedb031b4501571,Direct,1,0,0,0,0,0,0
/77879836963/orders/5b6f611014fb069b26302002880a77a9,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/5b71326fc9423601ed03b460ee394bca,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/5b71f0a6d96e399666dcf5207fbf9fcb,Direct,1,1,0,14,0,0,0
/77879836963/orders/5b9c7eb865cf5ce87592f9ba45656c85,Direct,1,1,1,0,0,0,0
/77879836963/orders/5bb59a3f9250d332ff5f5b10bb98eeec,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5bbf89825ed609566d3109ddbc387c17,Referral,1,1,0,18,0,0,0
/77879836963/orders/5be6d8cd5948ffd7f43648c3871470a0,Email,1,0,0,0,0,0,0
/77879836963/orders/5bea80802fc0102d5dd86565ce7918be,Direct,1,1,0,1,0,0,0
/77879836963/orders/5bf9d5dc1aa4c08a5a6410181b3634ad,Direct,1,1,1,11,0,0,0
/77879836963/orders/5bfe9994fcddd1460a353f5d7c96ab1e,Direct,1,1,0,3,0,0,0
/77879836963/orders/5bfed03de9a930a97471b1f7d49121a7,Direct,1,1,1,0,0,0,0
/77879836963/orders/5c0a88628833a3ee5d7bc002b4c9db9b,Referral,1,1,0,0,0,0,0
/77879836963/orders/5c3048dab00901670ce4303a5c44016b,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5c34758279da74b2ee4148db65dfbee2,Direct,1,1,1,0,0,0,0
/77879836963/orders/5c44401972235878d695baf43cea0a48,Direct,1,1,1,151,0,0,0
/77879836963/orders/5c5f3aa63ae573cdbac2a35f9370d32a,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5c76934f00d851aa24967f41f49d9c53,Paid Search,1,1,0,50,0,0,0
/77879836963/orders/5c8c277ee40b2af78f345ff1fc543cee,Direct,1,1,1,6,0,0,0
/77879836963/orders/5c96ca30930a696d629214dbc5b04a15,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5ca1ed3fcb64052153364abd575cf73e,Direct,1,1,1,7,0,0,0
/77879836963/orders/5ca3d4c6b4ca43220460982d7d15fdbc,Direct,1,1,1,16,0,0,0
/77879836963/orders/5ca43edabda45845d087914b06132450,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5cb33006202a5cc456ed2b35969f7dcb,Organic Search,1,1,0,7,0,0,0
/77879836963/orders/5cc49c4c4b07b2883eec8532847841ca,Direct,1,1,0,8,0,0,0
/77879836963/orders/5cc8a298f8e01545c695112cb5513d90,Direct,1,1,0,5,0,0,0
/77879836963/orders/5cca6eae015677ec452b174fdc3e908c,Paid Search,1,1,0,5,0,0,0
/77879836963/orders/5cd69bb78d17baf35fa28522db1fab82,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5cd8b8cad8e83868fcfbd54ac18275d5,Referral,1,1,0,13,0,0,0
/77879836963/orders/5cdb52d76e46d840da8d6f3b91f7aa59,Direct,1,0,0,0,0,0,0
/77879836963/orders/5cf58961f92419032004f667c3382468,Direct,1,1,1,0,0,0,0
/77879836963/orders/5cf58961f92419032004f667c3382468,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5cfcf5347a6b7481327f269821424579,Direct,1,0,0,0,0,0,0
/77879836963/orders/5d1dcd2ebd06ea40f069abc66a7ebf2d,Paid Search,1,1,0,2,0,0,0
/77879836963/orders/5d206293d6d2062f1bb063def13079b3,Direct,1,1,0,0,0,0,0
/77879836963/orders/5d20dcc919e33fff0fba9a8cb0871d34,Referral,1,0,0,0,0,0,0
/77879836963/orders/5d2b98cf05d93a10a1be5ed1c3e5b3e7,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/5d471f715aa492891d90b1f51952c594,Direct,1,1,0,15,0,0,0
/77879836963/orders/5d54e4ac3fb943c74b4bf531f1378310,Direct,1,1,1,37,0,0,0
/77879836963/orders/5d5a753b56abbc0016bc520d39b8f533,Direct,1,1,1,0,0,0,0
/77879836963/orders/5d695ca8bfc8e4e563a847c24b670153,Direct,1,1,0,288,0,0,0
/77879836963/orders/5d79553f6b18387c9216e82175c719b2,Direct,1,1,1,0,0,0,0
/77879836963/orders/5d7eac1ffa3f0190a73dc27d7386efbe,Paid Search,1,1,0,11,0,0,0
/77879836963/orders/5dbcf2dfc8f24ed4c52fbd44e2179ecf,Paid Search,1,1,0,22,0,0,0
/77879836963/orders/5dc858b60a26e9dc63ba8c349834e313,Direct,1,1,1,17,0,0,0
/77879836963/orders/5dd8e911304a5073b21597bb6f0846fd,Direct,1,1,1,7,0,0,0
/77879836963/orders/5df010ef9de6eb2b846d90c5bd8cde56,Direct,1,1,0,170,0,0,0
/77879836963/orders/5df43601fff313268d0bfd500822cb53,Referral,1,1,0,0,0,0,0
/77879836963/orders/5e1badba6d03752feed4f89522f4ddd6,Direct,1,1,0,10,0,0,0
/77879836963/orders/5e489cf511f714499cc0dbd75f189b8b,Direct,1,0,0,0,0,0,0
/77879836963/orders/5e5411542ea91c7e520c1664e1f66898,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/5e57aa01c2f5709aa42922c6250e2d93,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/5e608757098f7c854a95a2495dd46829,Direct,1,1,1,0,0,0,0
/77879836963/orders/5e64fdde3e4aa425fae043f521fda66d,Direct,1,1,1,20,0,0,0
/77879836963/orders/5e6a82ead2513c221b9b987e9ae02789,Direct,1,1,1,0,0,0,0
/77879836963/orders/5e7d80e6b32c587c5f5db88087b67368,Direct,1,1,0,0,0,0,0
/77879836963/orders/5e96f0b884cc4db67cd04ddc86397898,Direct,1,1,1,135,0,0,0
/77879836963/orders/5e9edcedaa1e878f509bcc390f086531,Direct,1,1,0,0,0,0,0
/77879836963/orders/5eaa4b74713b9f4f5ad5c59751140b85,Direct,1,1,1,0,0,0,0
/77879836963/orders/5eb6793b8c8bf1afcdd8f0479452e223,Direct,1,1,1,35,0,0,0
/77879836963/orders/5eb9f9944890b5a39dc5b366a73eb183,Direct,1,1,1,0,0,0,0
/77879836963/orders/5ebac9e54c61b8aa5e79bb447058cd8e,Referral,1,1,0,1,0,0,0
/77879836963/orders/5ed751bce8a4741c2036dd8cf6229583,Direct,1,0,0,0,0,0,0
/77879836963/orders/5ee089c9e3d2e9a76fb2970cb30edb2b,Paid Search,1,1,0,59,0,0,0
/77879836963/orders/5ee277ec9d49e93528df8b9bd99668a5,Direct,1,1,1,0,0,0,0
/77879836963/orders/5ef97dc653ab878cb15b1643cbd0fc31,Unassigned,1,1,1,0,0,0,0
/77879836963/orders/5efd39a2f2eb1f4b1fa1ba69315cd726,Direct,1,1,1,0,0,0,0
/77879836963/orders/5f02ed8590e2050f641ca6f7cf393f81,Direct,1,1,1,78,0,0,0
/77879836963/orders/5f0f51437cd738e1a9e600a58cc2125e,Direct,1,1,0,0,0,0,0
/77879836963/orders/5f25327377c1c06ad316437e2d07a15b,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/5f38b6f06b9ff4999ac215adfee6d674,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/5f3a4451479bf263910db8ad65519792,Direct,1,1,0,0,0,0,0
/77879836963/orders/5f4373540665bdb8768b46acfe61aed3,Direct,1,1,1,50,0,0,0
/77879836963/orders/5f5be21fb43002eeb5097cc7609262f8,Direct,1,1,1,481,1,69,1
/77879836963/orders/5f73f9c338cfd5284afc50943561c707,Direct,1,1,1,18,0,0,0
/77879836963/orders/5f8030eeacb697dd5cdbc51dc55f553c,Direct,1,0,0,0,0,0,0
/77879836963/orders/5f90eda0f7e369ecdb48379d07bb7219,Direct,1,1,1,19,0,0,0
/77879836963/orders/5f9cad7240af527162fa46865b15c7be,Organic Search,1,1,0,19,0,0,0
/77879836963/orders/5fd64ccceb8e960b051bf57330df0f34,Organic Search,1,1,0,4,0,0,0
/77879836963/orders/5fdad3c358be4bde735042f70905e20b,Direct,1,1,0,2,0,0,0
/77879836963/orders/5fee53f514672f63b0120ae12ec8aa8c,Direct,1,1,0,0,0,0,0
/77879836963/orders/6018a5c930c0eb40808f4f61720252f6,Direct,1,1,1,3,0,0,0
/77879836963/orders/60324df73ab12417772e6e6cd20480a3,Direct,1,0,0,0,0,0,0
/77879836963/orders/605033b27bbe057c0aa8663e71ba6dbc,Direct,1,1,1,0,0,0,0
/77879836963/orders/60740d6c43d015979a68e771f2da45d3,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/608898c597efc9061fbe07abac48d531,Direct,1,1,0,2,0,0,0
/77879836963/orders/6097f05d6dfcd9e1dad800638f063e53,Direct,1,1,1,0,0,0,0
/77879836963/orders/6097f05d6dfcd9e1dad800638f063e53,Organic Search,1,1,0,8,0,0,0
/77879836963/orders/6098c36bf4e30fbba256b55a31ad018c,Referral,1,0,0,0,0,0,0
/77879836963/orders/60a487e303db63eb505d908c22eacf93,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/60a6018760f7d36081bc3deff5792fb2,Referral,1,1,0,8,0,0,0
/77879836963/orders/60ac8be9ae0d2293fc7e198b163e3ff7,Direct,1,1,1,11,0,0,0
/77879836963/orders/60b5716595f545b5cda02b4151f577f1,Direct,1,1,1,140,0,0,0
/77879836963/orders/60c30a5a65e99e37f9fbda02ddfbd309,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/60e7cb901d076aa2996ba366908e3c0b,Direct,1,0,0,0,0,0,0
/77879836963/orders/60f0a72810c807afc5bf26a7961a67bf,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/612197016fd9f4f01eaaad38668ced58,Referral,1,0,0,0,0,0,0
/77879836963/orders/61324d2e58559ba8dcf676cecb809ceb,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/613355d834fd64d01234894cb2bdfb54,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/616063e76425b009d7c74dab0a91fbc7,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/617937c7d65f97ec0a927eceb608ee65,Direct,1,1,1,0,0,0,0
/77879836963/orders/61a4ce3c87833d70cafa756f9200c03c,Direct,1,1,0,0,0,0,0
/77879836963/orders/61a9db11c5bae70a6bb974691b080213,Direct,1,1,1,16,0,0,0
/77879836963/orders/61aceb8b1ffbd857a6750cc8879c064a,Direct,1,0,0,0,0,0,0
/77879836963/orders/61ad59a9711decf463ae0f6b1b79caf9,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/61bb6c4003b0179ab7aa46302e2c2af7,Direct,1,1,1,0,0,0,0
/77879836963/orders/61d17fa2e01aa86042d233198cd9a24c,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/6209ad027067e4f4c5855fd94dc8ad77,Direct,1,1,1,0,0,0,0
/77879836963/orders/62168d7836cd9fdef9509e2bdd6188cb,Organic Search,1,1,0,92,0,0,0
/77879836963/orders/621ac70090c0363e3559076aa8f1d2ab,Direct,1,0,0,0,0,0,0
/77879836963/orders/62370727fb31a5271f6d4ad5982a5e21,Direct,1,1,1,0,0,0,0
/77879836963/orders/62455b040ec628008bdd6e6b17215a39,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/6267eb292350dbbd44e8a398e3113497,Direct,1,1,1,30,0,0,0
/77879836963/orders/6270510b689e756413f2133071252f97,Direct,1,1,1,38,0,0,0
/77879836963/orders/6287fc02a1ded9366ed362dec222bd41,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/62997f2bcf5eeed7680cc826c34da891,Direct,1,1,1,17,0,0,0
/77879836963/orders/62b16b80707d5098fc937913ce411448,Paid Shopping,1,1,0,275,0,0,0
/77879836963/orders/62b877acbcde747cbb4f848c088b02ec,Direct,1,1,0,6,0,0,0
/77879836963/orders/62c07811458ce244244442496bf4befc,Paid Search,1,1,0,1,0,0,0
/77879836963/orders/62cb866cd608a4b4cc48a9e45f108005,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/62cf95f9c3a2f2befe7d06ad7c8f8437,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/62d65cd485585eb4df8616ddc208c6b1,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/62daeb7b82084b49378f990a620dc397,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/62db7ec67644447b365ac9b803889a50,Direct,1,0,0,0,0,0,0
/77879836963/orders/62ea134aeda5e1d372d7f7157b3792a3,Direct,1,1,1,145,0,0,0
/77879836963/orders/62f2522a6b4e0ef650f9390b0e07fdf2,Organic Search,1,1,0,4,0,0,0
/77879836963/orders/62f9eff5b647b95c3c1963f6cceecc81,Direct,1,1,0,0,0,0,0
/77879836963/orders/6308dd99b3b85c407fff5f3575d55348,Direct,1,1,0,8,0,0,0
/77879836963/orders/63173a920864b225a0c766307ec73a98,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/6338768f50b092f532babf15f9f27f17,Referral,1,1,0,0,0,0,0
/77879836963/orders/63560bc876fb81f7618b941aa3d35ba1,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/636b5be148393bb98a66f2c1d95a2bd8,Direct,1,0,0,0,0,0,0
/77879836963/orders/639b662c0c0a253b824a6dc0e2a93e68,Direct,1,1,1,26,0,0,0
/77879836963/orders/639de7e7f01d357f07376243f87e66e3,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/63b93aca79614c1f2fb2f1e5475ad678,Direct,1,1,0,0,0,0,0
/77879836963/orders/63c1c815e073b8b0cf879b3a86c6e5ca,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/63cdcaa2ea35842ce8a153b0e5048e97,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/63decb1b37d369cab848b1ca2a724930,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/63e6de1bcfce2c0875736947432b47c7,Paid Search,1,1,0,1,0,0,0
/77879836963/orders/63ed43ef40c90980f27c9767dddd9c72,Direct,1,1,1,0,0,0,0
/77879836963/orders/63f2b31abb17092aa7627daefb51cfcd,Direct,1,1,1,0,0,0,0
/77879836963/orders/63f2b31abb17092aa7627daefb51cfcd,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/63f7e78c96a48c286c3821bf07395b56,Direct,1,1,0,0,0,0,0
/77879836963/orders/6410ddc434a01ee15e02becad6b1f57e,Direct,1,1,1,3,0,0,0
/77879836963/orders/6411af8b6ddf7e082e88d32683225a22,Paid Shopping,1,1,0,6,0,0,0
/77879836963/orders/641c3fa7ae710ae0c11956110159b7f5,Direct,1,1,1,0,0,0,0
/77879836963/orders/643bcaa791b843b600a35a79f741325d,Direct,1,1,0,7,0,0,0
/77879836963/orders/646ef22e9bdf002c86db76be5b92201f,Direct,1,1,0,68,0,0,0
/77879836963/orders/64724eabe7f09daadcf34d332fc4126c,Referral,1,1,0,0,0,0,0
/77879836963/orders/647d3c524f41cf651df54a201e93378e,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/647e1e407d1c55a065b9ffd24801e52c,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/64a36740816f002c21a68111e2c73cb1,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/64a459d7616ad95ebdcb173f6c5a1c97,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/64a949ad21a5eb5c050bb4a3b29bda55,Direct,1,1,1,24,0,0,0
/77879836963/orders/64c5f11bce1e05d85b11e496eb4fd8a8,Direct,1,1,1,30,0,0,0
/77879836963/orders/64c94bc843d6a0548d8d59385c6c01a3,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/64d445272191b63f43e1c2cd6367e7f4,Direct,1,1,0,1,0,0,0
/77879836963/orders/64f9e590839c326d98aac9e95556cba9,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/654a177658b1f8f0bab10563abd74178,Direct,1,0,0,0,0,0,0
/77879836963/orders/65538d938389073b4a11a0a1c3d65edf,Direct,1,1,1,20,0,0,0
/77879836963/orders/65538d938389073b4a11a0a1c3d65edf,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/6559c5c9023d9ab5b33e8dc89e25148f,Direct,1,1,1,25,0,0,0
/77879836963/orders/657a9a084f1bebe1bc7a1fdf04be3098,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/657bb75be28232b3e59173ef9483e6a6,Direct,1,1,1,12,0,0,0
/77879836963/orders/6595618f6939ea255ea299d806e8229f,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/659579172a366714c7969c7c65340d89,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/6596af0e829d2ddbb8dc27c68ac97ece,Direct,1,1,1,37,0,0,0
/77879836963/orders/65a5d33f23339c9e26aef3e12f65665c,Paid Search,1,1,0,18,0,0,0
/77879836963/orders/65b61e5c92ca1cf6a0e396f6fe0cc1b2,Referral,1,1,0,0,0,0,0
/77879836963/orders/65ce5abd1b95b6abf6ec6d703b7f2e21,Referral,1,1,0,24,0,0,0
/77879836963/orders/65d05030a81e3545391e08df25420d12,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/65e5519a4bf26f7e4acce7cf2b0da57f,Direct,1,0,0,0,0,0,0
/77879836963/orders/6617fa19795d477c80e7481a88f133dc,Direct,1,1,0,120,0,0,0
/77879836963/orders/6636e1d02f9c2a0b97736fd3367a5dc4,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/6637fe9f067dc3019ea29f75efab1f57,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/663c05512a34f2a9e228eb7c01b8e2cb,Direct,1,1,0,0,0,0,0
/77879836963/orders/6641890b4ab9a895f2a48af1580bb121,Direct,1,1,1,0,0,0,0
/77879836963/orders/66433ccafe4ba3f92cee492e48ea4406,Direct,1,1,0,0,0,0,0
/77879836963/orders/667b398c5c1c034e558dec1136cd106b,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/66855fad311098b835c589f0d6c5d96d,Email,1,1,0,17,0,0,0
/77879836963/orders/66a01321c59b942417d2ab5809e2fe69,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/66a176c46d5a81dd13235c490ac25026,Referral,1,1,0,0,0,0,0
/77879836963/orders/66bdd640866f8e2abef07dc62a62714f,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/66bec337fe8fc3b60a4df55a10501b55,Organic Search,1,1,0,12,0,0,0
/77879836963/orders/66c2894f538bb3b0aa51a0d75719aac5,Paid Search,1,1,0,15,0,0,0
/77879836963/orders/66c6b6654ac78a4f43844cf58fb9ed57,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/66c73c3c8351dbba6634df3fc530d303,Email,1,1,0,0,0,0,0
/77879836963/orders/66f63aba8a1f61205af22188ce18b0bd,Direct,1,1,0,65,0,0,0
/77879836963/orders/6709d22c5c29b15503e8d9ed05358235,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/67108a14dcea11e66354f5e18cf051b6,Direct,1,1,0,0,0,0,0
/77879836963/orders/6711378b663ed9b0b291e604ec34c6ec,Direct,1,1,1,0,0,0,0
/77879836963/orders/6711378b663ed9b0b291e604ec34c6ec,Email,1,1,0,0,0,0,0
/77879836963/orders/671a2c04b60248a4d2a5e7b8e08b653d,Direct,1,1,0,0,0,0,0
/77879836963/orders/671e73e3c77efd2760693a9f1df4c7d7,Direct,1,1,0,0,0,0,0
/77879836963/orders/673df7557f6a219477bd9d7c2ed07857,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/674b2f0a42b50cb0a63088e4348f79c7,Direct,1,1,1,20,0,0,0
/77879836963/orders/6753b5c2e0b17840c3a603f2c3ab2702,Direct,1,1,1,0,0,0,0
/77879836963/orders/6753b5c2e0b17840c3a603f2c3ab2702,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/676e8dc1a4f152f9c3f4446878a738f3,Organic Search,1,1,0,11,0,0,0
/77879836963/orders/677187a609ea20b62a2e3599b78cb3ab,Direct,1,1,0,14,0,0,0
/77879836963/orders/677c1e2b3d89ad083393a3550c161dc6,Cross-network,1,1,0,1,0,0,0
/77879836963/orders/67b514b14d921a02dd1cf08a90f4f114,Organic Search,1,1,0,483,0,0,0
/77879836963/orders/67b65f5d47d178e78037bd4cbe97ae0b,Direct,1,1,1,11,0,0,0
/77879836963/orders/67b9b3a44cf4a6db58567b518801fa23,Direct,1,1,1,0,0,0,0
/77879836963/orders/67bdcda60a3279f37ea7087668008667,Direct,1,1,1,0,0,0,0
/77879836963/orders/67c208358b6c25c8ef561f125570a56a,Direct,1,0,0,0,0,0,0
/77879836963/orders/67c50493d19c70aa7c5d00b9f651e483,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/67d23fbd3e48e31bf875de0b3b182c84,Email,1,0,0,0,0,0,0
